abanderar;inf,abanderar;1sg,abandero;2sg,abanderas;3sg,abandera;1pl,abanderamos;2pl,abanderáis;3pl,abanderan;part,abanderando;2pl!,abanderad;1sg->,abanderaría;2sg->,abanderarías;1pl->,abanderaríamos;2pl->,abanderaríais;3pl->,abanderarían;1sg?,abandere;2sg?,abanderes;1pl?,abanderemos;2pl?,abanderéis;3pl?,abanderen;1sgp,abanderaba;2sgp,abanderabas;1ppl,abanderábamos;2ppl,abanderabais;3ppl,abanderaban;ppart,abanderado;1sgp?,abanderara;2sgp?,abanderaras;1ppl?,abanderáramos;2ppl?,abanderarais;3ppl?,abanderaran;1sgf,abanderaré;2sgf,abanderarás;3sgf,abanderará;1plf,abanderaremos;2plf,abanderaréis;3plf,abanderarán
torcer;inf,torcer;1sg,tuerzo;2sg,tuerces;3sg,tuerce;1pl,torcemos;2pl,torcéis;3pl,tuercen;part,torciendo;2pl!,torced;1sg->,torcería;2sg->,torcerías;1pl->,torceríamos;2pl->,torceríais;3pl->,torcerían;1sg?,tuerza;2sg?,tuerzas;1pl?,torzamos;2pl?,torzáis;3pl?,tuerzan;1sgp,torcía;2sgp,torcías;1ppl,torcíamos;2ppl,torcíais;3ppl,torcían;ppart,torcido;1sgp?,torciera;2sgp?,torcieras;1ppl?,torciéramos;2ppl?,torcierais;3ppl?,torcieran;1sgf,torceré;2sgf,torcerás;3sgf,torcerá;1plf,torceremos;2plf,torceréis;3plf,torcerán
torear;inf,torear;1sg,toreo;2sg,toreas;3sg,torea;1pl,toreamos;2pl,toreáis;3pl,torean;part,toreando;2pl!,toread;1sg->,torearía;2sg->,torearías;1pl->,torearíamos;2pl->,torearíais;3pl->,torearían;1sg?,toree;2sg?,torees;1pl?,toreemos;2pl?,toreéis;3pl?,toreen;1sgp,toreaba;2sgp,toreabas;1ppl,toreábamos;2ppl,toreabais;3ppl,toreaban;ppart,toreado;1sgp?,toreara;2sgp?,torearas;1ppl?,toreáramos;2ppl?,torearais;3ppl?,torearan;1sgf,torearé;2sgf,torearás;3sgf,toreará;1plf,torearemos;2plf,torearéis;3plf,torearán
toser;inf,toser;1sg,toso;2sg,toses;3sg,tose;1pl,tosemos;2pl,toséis;3pl,tosen;part,tosiendo;2pl!,tosed;1sg->,tosería;2sg->,toserías;1pl->,toseríamos;2pl->,toseríais;3pl->,toserían;1sg?,tosa;2sg?,tosas;1pl?,tosamos;2pl?,tosáis;3pl?,tosan;1sgp,tosía;2sgp,tosías;1ppl,tosíamos;2ppl,tosíais;3ppl,tosían;ppart,tosido;1sgp?,tosiera;2sgp?,tosieras;1ppl?,tosiéramos;2ppl?,tosierais;3ppl?,tosieran;1sgf,toseré;2sgf,toserás;3sgf,toserá;1plf,toseremos;2plf,toseréis;3plf,toserán
tostar;inf,tostar;1sg,tosto;2sg,tostas;3sg,tosta;1pl,tostamos;2pl,tostáis;3pl,tostan;part,tostando;2pl!,tostad;1sg->,tostaría;2sg->,tostarías;1pl->,tostaríamos;2pl->,tostaríais;3pl->,tostarían;1sg?,toste;2sg?,tostes;1pl?,tostemos;2pl?,tostéis;3pl?,tosten;1sgp,tostaba;2sgp,tostabas;1ppl,tostábamos;2ppl,tostabais;3ppl,tostaban;ppart,tostado;1sgp?,tostara;2sgp?,tostaras;1ppl?,tostáramos;2ppl?,tostarais;3ppl?,tostaran;1sgf,tostaré;2sgf,tostarás;3sgf,tostará;1plf,tostaremos;2plf,tostaréis;3plf,tostarán
trabajar;inf,trabajar;1sg,trabajo;2sg,trabajas;3sg,trabaja;1pl,trabajamos;2pl,trabajáis;3pl,trabajan;part,trabajando;2pl!,trabajad;1sg->,trabajaría;2sg->,trabajarías;1pl->,trabajaríamos;2pl->,trabajaríais;3pl->,trabajarían;1sg?,trabaje;2sg?,trabajes;1pl?,trabajemos;2pl?,trabajéis;3pl?,trabajen;1sgp,trabajaba;2sgp,trabajabas;1ppl,trabajábamos;2ppl,trabajabais;3ppl,trabajaban;ppart,trabajado;1sgp?,trabajara;2sgp?,trabajaras;1ppl?,trabajáramos;2ppl?,trabajarais;3ppl?,trabajaran;1sgf,trabajaré;2sgf,trabajarás;3sgf,trabajará;1plf,trabajaremos;2plf,trabajaréis;3plf,trabajarán
trabar;inf,trabar;1sg,trabo;2sg,trabas;3sg,traba;1pl,trabamos;2pl,trabáis;3pl,traban;part,trabando;2pl!,trabad;1sg->,trabaría;2sg->,trabarías;1pl->,trabaríamos;2pl->,trabaríais;3pl->,trabarían;1sg?,trabe;2sg?,trabes;1pl?,trabemos;2pl?,trabéis;3pl?,traben;1sgp,trababa;2sgp,trababas;1ppl,trabábamos;2ppl,trababais;3ppl,trababan;ppart,trabado;1sgp?,trabara;2sgp?,trabaras;1ppl?,trabáramos;2ppl?,trabarais;3ppl?,trabaran;1sgf,trabaré;2sgf,trabarás;3sgf,trabará;1plf,trabaremos;2plf,trabaréis;3plf,trabarán
traducir;inf,traducir;1sg,traduzco;2sg,traduces;3sg,traduce;1pl,traducimos;2pl,traducís;3pl,traducen;part,traduciendo;2pl!,traducid;1sg->,traduciría;2sg->,traducirías;1pl->,traduciríamos;2pl->,traduciríais;3pl->,traducirían;1sg?,traduzca;2sg?,traduzcas;1pl?,traduzcamos;2pl?,traduzcáis;3pl?,traduzcan;1sgp,traducía;2sgp,traducías;1ppl,traducíamos;2ppl,traducíais;3ppl,traducían;ppart,traducido;1sgp?,tradujera;2sgp?,tradujeras;1ppl?,tradujéramos;2ppl?,tradujerais;3ppl?,tradujeran;1sgf,traduciré;2sgf,traducirás;3sgf,traducirá;1plf,traduciremos;2plf,traduciréis;3plf,traducirán
traer;inf,traer;1sg,traigo;2sg,traes;3sg,trae;1pl,traemos;2pl,traéis;3pl,traen;part,trayendo;2pl!,traed;1sg->,traería;2sg->,traerías;1pl->,traeríamos;2pl->,traeríais;3pl->,traerían;1sg?,traiga;2sg?,traigas;1pl?,traigamos;2pl?,traigáis;3pl?,traigan;1sgp,traía;2sgp,traías;1ppl,traíamos;2ppl,traíais;3ppl,traían;ppart,traído;1sgp?,trajera;2sgp?,trajeras;1ppl?,trajéramos;2ppl?,trajerais;3ppl?,trajeran;1sgf,traeré;2sgf,traerás;3sgf,traerá;1plf,traeremos;2plf,traeréis;3plf,traerán
tragar;inf,tragar;1sg,trago;2sg,tragas;3sg,traga;1pl,tragamos;2pl,tragáis;3pl,tragan;part,tragando;2pl!,tragad;1sg->,tragaría;2sg->,tragarías;1pl->,tragaríamos;2pl->,tragaríais;3pl->,tragarían;1sg?,trague;2sg?,tragues;1pl?,traguemos;2pl?,traguéis;3pl?,traguen;1sgp,tragaba;2sgp,tragabas;1ppl,tragábamos;2ppl,tragabais;3ppl,tragaban;ppart,tragado;1sgp?,tragara;2sgp?,tragaras;1ppl?,tragáramos;2ppl?,tragarais;3ppl?,tragaran;1sgf,tragaré;2sgf,tragarás;3sgf,tragará;1plf,tragaremos;2plf,tragaréis;3plf,tragarán
tramitar;inf,tramitar;1sg,tramito;2sg,tramitas;3sg,tramita;1pl,tramitamos;2pl,tramitáis;3pl,tramitan;part,tramitando;2pl!,tramitad;1sg->,tramitaría;2sg->,tramitarías;1pl->,tramitaríamos;2pl->,tramitaríais;3pl->,tramitarían;1sg?,tramite;2sg?,tramites;1pl?,tramitemos;2pl?,tramitéis;3pl?,tramiten;1sgp,tramitaba;2sgp,tramitabas;1ppl,tramitábamos;2ppl,tramitabais;3ppl,tramitaban;ppart,tramitado;1sgp?,tramitara;2sgp?,tramitaras;1ppl?,tramitáramos;2ppl?,tramitarais;3ppl?,tramitaran;1sgf,tramitaré;2sgf,tramitarás;3sgf,tramitará;1plf,tramitaremos;2plf,tramitaréis;3plf,tramitarán
tranquilizar;inf,tranquilizar;1sg,tranquilizo;2sg,tranquilizas;3sg,tranquiliza;1pl,tranquilizamos;2pl,tranquilizáis;3pl,tranquilizan;part,tranquilizando;2pl!,tranquilizad;1sg->,tranquilizaría;2sg->,tranquilizarías;1pl->,tranquilizaríamos;2pl->,tranquilizaríais;3pl->,tranquilizarían;1sg?,tranquilize;2sg?,tranquilizes;1pl?,tranquilizemos;2pl?,tranquilizéis;3pl?,tranquilizen;1sgp,tranquilizaba;2sgp,tranquilizabas;1ppl,tranquilizábamos;2ppl,tranquilizabais;3ppl,tranquilizaban;ppart,tranquilizado;1sgp?,tranquilizara;2sgp?,tranquilizaras;1ppl?,tranquilizáramos;2ppl?,tranquilizarais;3ppl?,tranquilizaran;1sgf,tranquilizaré;2sgf,tranquilizarás;3sgf,tranquilizará;1plf,tranquilizaremos;2plf,tranquilizaréis;3plf,tranquilizarán
transbordar;inf,transbordar;1sg,transbordo;2sg,transbordas;3sg,transborda;1pl,transbordamos;2pl,transbordáis;3pl,transbordan;part,transbordando;2pl!,transbordad;1sg->,transbordaría;2sg->,transbordarías;1pl->,transbordaríamos;2pl->,transbordaríais;3pl->,transbordarían;1sg?,transborde;2sg?,transbordes;1pl?,transbordemos;2pl?,transbordéis;3pl?,transborden;1sgp,transbordaba;2sgp,transbordabas;1ppl,transbordábamos;2ppl,transbordabais;3ppl,transbordaban;ppart,transbordado;1sgp?,transbordara;2sgp?,transbordaras;1ppl?,transbordáramos;2ppl?,transbordarais;3ppl?,transbordaran;1sgf,transbordaré;2sgf,transbordarás;3sgf,transbordará;1plf,transbordaremos;2plf,transbordaréis;3plf,transbordarán
transcribir;inf,transcribir;1sg,transcribo;2sg,transcribes;3sg,transcribe;1pl,transcribimos;2pl,transcribeis;3pl,transcriben;part,transcribiendo;2sg!,transcriba;2pl!,transcribid;1sg->,transcribiría;2sg->,transcribirías;1pl->,transcribiríamos;2pl->,transcribiríais;3pl->,transcribirían;2sg?,transcribas;1pl?,transcribamos;2pl?,transcribáis;3pl?,transcriban;1sgp,transcribía;2sgp,transcribías;1ppl,transcribíamos;2ppl,transcribíais;3ppl,transcribían;ppart,transcribido;1sgp?,transcribiera;2sgp?,transcribieras;1ppl?,transcribiéramos;2ppl?,transcribierais;3ppl?,transcribieran;1sgf,transcribiré;2sgf,transcribirás;3sgf,transcribirá;1plf,transcribiremos;2plf,transcribiréis;3plf,transcribirán
transcurrir;inf,transcurrir;1sg,transcurro;2sg,transcurres;3sg,transcurre;1pl,transcurrimos;2pl,transcurreis;3pl,transcurren;part,transcurriendo;2sg!,transcurra;2pl!,transcurrid;1sg->,transcurriría;2sg->,transcurrirías;1pl->,transcurriríamos;2pl->,transcurriríais;3pl->,transcurrirían;2sg?,transcurras;1pl?,transcurramos;2pl?,transcurráis;3pl?,transcurran;1sgp,transcurría;2sgp,transcurrías;1ppl,transcurríamos;2ppl,transcurríais;3ppl,transcurrían;ppart,transcurrido;1sgp?,transcurriera;2sgp?,transcurrieras;1ppl?,transcurriéramos;2ppl?,transcurrierais;3ppl?,transcurrieran;1sgf,transcurriré;2sgf,transcurrirás;3sgf,transcurrirá;1plf,transcurriremos;2plf,transcurriréis;3plf,transcurrirán
transferir;inf,transferir;1sg,transfero;2sg,transferes;3sg,transfere;1pl,transferimos;2pl,transfereis;3pl,transferen;part,transferiendo;2sg!,transfera;2pl!,transferid;1sg->,transferiría;2sg->,transferirías;1pl->,transferiríamos;2pl->,transferiríais;3pl->,transferirían;2sg?,transferas;1pl?,transferamos;2pl?,transferáis;3pl?,transferan;1sgp,transfería;2sgp,transferías;1ppl,transferíamos;2ppl,transferíais;3ppl,transferían;ppart,transferido;1sgp?,transferiera;2sgp?,transferieras;1ppl?,transferiéramos;2ppl?,transferierais;3ppl?,transferieran;1sgf,transferiré;2sgf,transferirás;3sgf,transferirá;1plf,transferiremos;2plf,transferiréis;3plf,transferirán
transformar;inf,transformar;1sg,transformo;2sg,transformas;3sg,transforma;1pl,transformamos;2pl,transformáis;3pl,transforman;part,transformando;2pl!,transformad;1sg->,transformaría;2sg->,transformarías;1pl->,transformaríamos;2pl->,transformaríais;3pl->,transformarían;1sg?,transforme;2sg?,transformes;1pl?,transformemos;2pl?,transforméis;3pl?,transformen;1sgp,transformaba;2sgp,transformabas;1ppl,transformábamos;2ppl,transformabais;3ppl,transformaban;ppart,transformado;1sgp?,transformara;2sgp?,transformaras;1ppl?,transformáramos;2ppl?,transformarais;3ppl?,transformaran;1sgf,transformaré;2sgf,transformarás;3sgf,transformará;1plf,transformaremos;2plf,transformaréis;3plf,transformarán
transmitir;inf,transmitir;1sg,transmito;2sg,transmites;3sg,transmite;1pl,transmitimos;2pl,transmiteis;3pl,transmiten;part,transmitiendo;2sg!,transmita;2pl!,transmitid;1sg->,transmitiría;2sg->,transmitirías;1pl->,transmitiríamos;2pl->,transmitiríais;3pl->,transmitirían;2sg?,transmitas;1pl?,transmitamos;2pl?,transmitáis;3pl?,transmitan;1sgp,transmitía;2sgp,transmitías;1ppl,transmitíamos;2ppl,transmitíais;3ppl,transmitían;ppart,transmitido;1sgp?,transmitiera;2sgp?,transmitieras;1ppl?,transmitiéramos;2ppl?,transmitierais;3ppl?,transmitieran;1sgf,transmitiré;2sgf,transmitirás;3sgf,transmitirá;1plf,transmitiremos;2plf,transmitiréis;3plf,transmitirán
transportar;inf,transportar;1sg,transporto;2sg,transportas;3sg,transporta;1pl,transportamos;2pl,transportáis;3pl,transportan;part,transportando;2pl!,transportad;1sg->,transportaría;2sg->,transportarías;1pl->,transportaríamos;2pl->,transportaríais;3pl->,transportarían;1sg?,transporte;2sg?,transportes;1pl?,transportemos;2pl?,transportéis;3pl?,transporten;1sgp,transportaba;2sgp,transportabas;1ppl,transportábamos;2ppl,transportabais;3ppl,transportaban;ppart,transportado;1sgp?,transportara;2sgp?,transportaras;1ppl?,transportáramos;2ppl?,transportarais;3ppl?,transportaran;1sgf,transportaré;2sgf,transportarás;3sgf,transportará;1plf,transportaremos;2plf,transportaréis;3plf,transportarán
trascribir;inf,trascribir;1sg,trascribo;2sg,trascribes;3sg,trascribe;1pl,trascribimos;2pl,trascribeis;3pl,trascriben;part,trascribiendo;2sg!,trascriba;2pl!,trascribid;1sg->,trascribiría;2sg->,trascribirías;1pl->,trascribiríamos;2pl->,trascribiríais;3pl->,trascribirían;2sg?,trascribas;1pl?,trascribamos;2pl?,trascribáis;3pl?,trascriban;1sgp,trascribía;2sgp,trascribías;1ppl,trascribíamos;2ppl,trascribíais;3ppl,trascribían;ppart,trascribido;1sgp?,trascribiera;2sgp?,trascribieras;1ppl?,trascribiéramos;2ppl?,trascribierais;3ppl?,trascribieran;1sgf,trascribiré;2sgf,trascribirás;3sgf,trascribirá;1plf,trascribiremos;2plf,trascribiréis;3plf,trascribirán
trasladar;inf,trasladar;1sg,traslado;2sg,trasladas;3sg,traslada;1pl,trasladamos;2pl,trasladáis;3pl,trasladan;part,trasladando;2pl!,trasladad;1sg->,trasladaría;2sg->,trasladarías;1pl->,trasladaríamos;2pl->,trasladaríais;3pl->,trasladarían;1sg?,traslade;2sg?,traslades;1pl?,traslademos;2pl?,trasladéis;3pl?,trasladen;1sgp,trasladaba;2sgp,trasladabas;1ppl,trasladábamos;2ppl,trasladabais;3ppl,trasladaban;ppart,trasladado;1sgp?,trasladara;2sgp?,trasladaras;1ppl?,trasladáramos;2ppl?,trasladarais;3ppl?,trasladaran;1sgf,trasladaré;2sgf,trasladarás;3sgf,trasladará;1plf,trasladaremos;2plf,trasladaréis;3plf,trasladarán
trastear;inf,trastear;1sg,trasteo;2sg,trasteas;3sg,trastea;1pl,trasteamos;2pl,trasteáis;3pl,trastean;part,trasteando;2pl!,trastead;1sg->,trastearía;2sg->,trastearías;1pl->,trastearíamos;2pl->,trastearíais;3pl->,trastearían;1sg?,trastee;2sg?,trastees;1pl?,trasteemos;2pl?,trasteéis;3pl?,trasteen;1sgp,trasteaba;2sgp,trasteabas;1ppl,trasteábamos;2ppl,trasteabais;3ppl,trasteaban;ppart,trasteado;1sgp?,trasteara;2sgp?,trastearas;1ppl?,trasteáramos;2ppl?,trastearais;3ppl?,trastearan;1sgf,trastearé;2sgf,trastearás;3sgf,trasteará;1plf,trastearemos;2plf,trastearéis;3plf,trastearán
trasvasar;inf,trasvasar;1sg,trasvaso;2sg,trasvasas;3sg,trasvasa;1pl,trasvasamos;2pl,trasvasáis;3pl,trasvasan;part,trasvasando;2pl!,trasvasad;1sg->,trasvasaría;2sg->,trasvasarías;1pl->,trasvasaríamos;2pl->,trasvasaríais;3pl->,trasvasarían;1sg?,trasvase;2sg?,trasvases;1pl?,trasvasemos;2pl?,trasvaséis;3pl?,trasvasen;1sgp,trasvasaba;2sgp,trasvasabas;1ppl,trasvasábamos;2ppl,trasvasabais;3ppl,trasvasaban;ppart,trasvasado;1sgp?,trasvasara;2sgp?,trasvasaras;1ppl?,trasvasáramos;2ppl?,trasvasarais;3ppl?,trasvasaran;1sgf,trasvasaré;2sgf,trasvasarás;3sgf,trasvasará;1plf,trasvasaremos;2plf,trasvasaréis;3plf,trasvasarán
tratar;inf,tratar;1sg,trato;2sg,tratas;3sg,trata;1pl,tratamos;2pl,tratáis;3pl,tratan;part,tratando;2pl!,tratad;1sg->,trataría;2sg->,tratarías;1pl->,trataríamos;2pl->,trataríais;3pl->,tratarían;1sg?,trate;2sg?,trates;1pl?,tratemos;2pl?,tratéis;3pl?,traten;1sgp,trataba;2sgp,tratabas;1ppl,tratábamos;2ppl,tratabais;3ppl,trataban;ppart,tratado;1sgp?,tratara;2sgp?,trataras;1ppl?,tratáramos;2ppl?,tratarais;3ppl?,trataran;1sgf,trataré;2sgf,tratarás;3sgf,tratará;1plf,trataremos;2plf,trataréis;3plf,tratarán
trepar;inf,trepar;1sg,trepo;2sg,trepas;3sg,trepa;1pl,trepamos;2pl,trepáis;3pl,trepan;part,trepando;2pl!,trepad;1sg->,treparía;2sg->,treparías;1pl->,treparíamos;2pl->,treparíais;3pl->,treparían;1sg?,trepe;2sg?,trepes;1pl?,trepemos;2pl?,trepéis;3pl?,trepen;1sgp,trepaba;2sgp,trepabas;1ppl,trepábamos;2ppl,trepabais;3ppl,trepaban;ppart,trepado;1sgp?,trepara;2sgp?,treparas;1ppl?,trepáramos;2ppl?,treparais;3ppl?,treparan;1sgf,treparé;2sgf,treparás;3sgf,trepará;1plf,treparemos;2plf,treparéis;3plf,treparán
tripular;inf,tripular;1sg,tripulo;2sg,tripulas;3sg,tripula;1pl,tripulamos;2pl,tripuláis;3pl,tripulan;part,tripulando;2pl!,tripulad;1sg->,tripularía;2sg->,tripularías;1pl->,tripularíamos;2pl->,tripularíais;3pl->,tripularían;1sg?,tripule;2sg?,tripules;1pl?,tripulemos;2pl?,tripuléis;3pl?,tripulen;1sgp,tripulaba;2sgp,tripulabas;1ppl,tripulábamos;2ppl,tripulabais;3ppl,tripulaban;ppart,tripulado;1sgp?,tripulara;2sgp?,tripularas;1ppl?,tripuláramos;2ppl?,tripularais;3ppl?,tripularan;1sgf,tripularé;2sgf,tripularás;3sgf,tripulará;1plf,tripularemos;2plf,tripularéis;3plf,tripularán
triturar;inf,triturar;1sg,trituro;2sg,trituras;3sg,tritura;1pl,trituramos;2pl,trituráis;3pl,trituran;part,triturando;2pl!,triturad;1sg->,trituraría;2sg->,triturarías;1pl->,trituraríamos;2pl->,trituraríais;3pl->,triturarían;1sg?,triture;2sg?,tritures;1pl?,trituremos;2pl?,trituréis;3pl?,trituren;1sgp,trituraba;2sgp,triturabas;1ppl,triturábamos;2ppl,triturabais;3ppl,trituraban;ppart,triturado;1sgp?,triturara;2sgp?,trituraras;1ppl?,trituráramos;2ppl?,triturarais;3ppl?,trituraran;1sgf,trituraré;2sgf,triturarás;3sgf,triturará;1plf,trituraremos;2plf,trituraréis;3plf,triturarán
triunfar;inf,triunfar;1sg,triunfo;2sg,triunfas;3sg,triunfa;1pl,triunfamos;2pl,triunfáis;3pl,triunfan;part,triunfando;2pl!,triunfad;1sg->,triunfaría;2sg->,triunfarías;1pl->,triunfaríamos;2pl->,triunfaríais;3pl->,triunfarían;1sg?,triunfe;2sg?,triunfes;1pl?,triunfemos;2pl?,triunféis;3pl?,triunfen;1sgp,triunfaba;2sgp,triunfabas;1ppl,triunfábamos;2ppl,triunfabais;3ppl,triunfaban;ppart,triunfado;1sgp?,triunfara;2sgp?,triunfaras;1ppl?,triunfáramos;2ppl?,triunfarais;3ppl?,triunfaran;1sgf,triunfaré;2sgf,triunfarás;3sgf,triunfará;1plf,triunfaremos;2plf,triunfaréis;3plf,triunfarán
tronar;inf,tronar;1sg,trono;2sg,tronas;3sg,trona;1pl,tronamos;2pl,tronáis;3pl,tronan;part,tronando;2pl!,tronad;1sg->,tronaría;2sg->,tronarías;1pl->,tronaríamos;2pl->,tronaríais;3pl->,tronarían;1sg?,trone;2sg?,trones;1pl?,tronemos;2pl?,tronéis;3pl?,tronen;1sgp,tronaba;2sgp,tronabas;1ppl,tronábamos;2ppl,tronabais;3ppl,tronaban;ppart,tronado;1sgp?,tronara;2sgp?,tronaras;1ppl?,tronáramos;2ppl?,tronarais;3ppl?,tronaran;1sgf,tronaré;2sgf,tronarás;3sgf,tronará;1plf,tronaremos;2plf,tronaréis;3plf,tronarán
tropezar;inf,tropezar;1sg,tropiezo;2sg,tropiezas;3sg,tropieza;1pl,tropezamos;2pl,tropezáis;3pl,tropiezan;part,tropezando;2pl!,tropezad;1sg->,tropezaría;2sg->,tropezarías;1pl->,tropezaríamos;2pl->,tropezaríais;3pl->,tropezarían;1sg?,tropiece;2sg?,tropieces;1pl?,tropecemos;2pl?,tropezéis;3pl?,tropiecen;1sgp,tropezaba;2sgp,tropezabas;1ppl,tropezábamos;2ppl,tropezabais;3ppl,tropezaban;ppart,tropezado;1sgp?,tropezara;2sgp?,tropezaras;1ppl?,tropezáramos;2ppl?,tropezarais;3ppl?,tropezaran;1sgf,tropezaré;2sgf,tropezarás;3sgf,tropezará;1plf,tropezaremos;2plf,tropezaréis;3plf,tropezarán
trucar;inf,trucar;1sg,truco;2sg,trucas;3sg,truca;1pl,trucamos;2pl,trucáis;3pl,trucan;part,trucando;2pl!,trucad;1sg->,trucaría;2sg->,trucarías;1pl->,trucaríamos;2pl->,trucaríais;3pl->,trucarían;1sg?,truce;2sg?,truces;1pl?,trucemos;2pl?,trucéis;3pl?,trucen;1sgp,trucaba;2sgp,trucabas;1ppl,trucábamos;2ppl,trucabais;3ppl,trucaban;ppart,trucado;1sgp?,trucara;2sgp?,trucaras;1ppl?,trucáramos;2ppl?,trucarais;3ppl?,trucaran;1sgf,trucaré;2sgf,trucarás;3sgf,trucará;1plf,trucaremos;2plf,trucaréis;3plf,trucarán
tumbar;inf,tumbar;1sg,tumbo;2sg,tumbas;3sg,tumba;1pl,tumbamos;2pl,tumbáis;3pl,tumban;part,tumbando;2pl!,tumbad;1sg->,tumbaría;2sg->,tumbarías;1pl->,tumbaríamos;2pl->,tumbaríais;3pl->,tumbarían;1sg?,tumbe;2sg?,tumbes;1pl?,tumbemos;2pl?,tumbéis;3pl?,tumben;1sgp,tumbaba;2sgp,tumbabas;1ppl,tumbábamos;2ppl,tumbabais;3ppl,tumbaban;ppart,tumbado;1sgp?,tumbara;2sgp?,tumbaras;1ppl?,tumbáramos;2ppl?,tumbarais;3ppl?,tumbaran;1sgf,tumbaré;2sgf,tumbarás;3sgf,tumbará;1plf,tumbaremos;2plf,tumbaréis;3plf,tumbarán
tunelar;inf,tunelar;1sg,tunelo;2sg,tunelas;3sg,tunela;1pl,tunelamos;2pl,tuneláis;3pl,tunelan;part,tunelando;2pl!,tunelad;1sg->,tunelaría;2sg->,tunelarías;1pl->,tunelaríamos;2pl->,tunelaríais;3pl->,tunelarían;1sg?,tunele;2sg?,tuneles;1pl?,tunelemos;2pl?,tuneléis;3pl?,tunelen;1sgp,tunelaba;2sgp,tunelabas;1ppl,tunelábamos;2ppl,tunelabais;3ppl,tunelaban;ppart,tunelado;1sgp?,tunelara;2sgp?,tunelaras;1ppl?,tuneláramos;2ppl?,tunelarais;3ppl?,tunelaran;1sgf,tunelaré;2sgf,tunelarás;3sgf,tunelará;1plf,tunelaremos;2plf,tunelaréis;3plf,tunelarán
turbar;inf,turbar;1sg,turbo;2sg,turbas;3sg,turba;1pl,turbamos;2pl,turbáis;3pl,turban;part,turbando;2pl!,turbad;1sg->,turbaría;2sg->,turbarías;1pl->,turbaríamos;2pl->,turbaríais;3pl->,turbarían;1sg?,turbe;2sg?,turbes;1pl?,turbemos;2pl?,turbéis;3pl?,turben;1sgp,turbaba;2sgp,turbabas;1ppl,turbábamos;2ppl,turbabais;3ppl,turbaban;ppart,turbado;1sgp?,turbara;2sgp?,turbaras;1ppl?,turbáramos;2ppl?,turbarais;3ppl?,turbaran;1sgf,turbaré;2sgf,turbarás;3sgf,turbará;1plf,turbaremos;2plf,turbaréis;3plf,turbarán
turbinar;inf,turbinar;1sg,turbino;2sg,turbinas;3sg,turbina;1pl,turbinamos;2pl,turbináis;3pl,turbinan;part,turbinando;2pl!,turbinad;1sg->,turbinaría;2sg->,turbinarías;1pl->,turbinaríamos;2pl->,turbinaríais;3pl->,turbinarían;1sg?,turbine;2sg?,turbines;1pl?,turbinemos;2pl?,turbinéis;3pl?,turbinen;1sgp,turbinaba;2sgp,turbinabas;1ppl,turbinábamos;2ppl,turbinabais;3ppl,turbinaban;ppart,turbinado;1sgp?,turbinara;2sgp?,turbinaras;1ppl?,turbináramos;2ppl?,turbinarais;3ppl?,turbinaran;1sgf,turbinaré;2sgf,turbinarás;3sgf,turbinará;1plf,turbinaremos;2plf,turbinaréis;3plf,turbinarán
ubicar;inf,ubicar;1sg,ubico;2sg,ubicas;3sg,ubica;1pl,ubicamos;2pl,ubicáis;3pl,ubican;part,ubicando;2pl!,ubicad;1sg->,ubicaría;2sg->,ubicarías;1pl->,ubicaríamos;2pl->,ubicaríais;3pl->,ubicarían;1sg?,ubique;2sg?,ubiques;1pl?,ubiquemos;2pl?,ubiquéis;3pl?,ubiquen;1sgp,ubicaba;2sgp,ubicabas;1ppl,ubicábamos;2ppl,ubicabais;3ppl,ubicaban;ppart,ubicado;1sgp?,ubicara;2sgp?,ubicaras;1ppl?,ubicáramos;2ppl?,ubicarais;3ppl?,ubicaran;1sgf,ubicaré;2sgf,ubicarás;3sgf,ubicará;1plf,ubicaremos;2plf,ubicaréis;3plf,ubicarán
unificar;inf,unificar;1sg,unifico;2sg,unificas;3sg,unifica;1pl,unificamos;2pl,unificáis;3pl,unifican;part,unificando;2pl!,unificad;1sg->,unificaría;2sg->,unificarías;1pl->,unificaríamos;2pl->,unificaríais;3pl->,unificarían;1sg?,unifice;2sg?,unifices;1pl?,unificemos;2pl?,unificéis;3pl?,unificen;1sgp,unificaba;2sgp,unificabas;1ppl,unificábamos;2ppl,unificabais;3ppl,unificaban;ppart,unificado;1sgp?,unificara;2sgp?,unificaras;1ppl?,unificáramos;2ppl?,unificarais;3ppl?,unificaran;1sgf,unificaré;2sgf,unificarás;3sgf,unificará;1plf,unificaremos;2plf,unificaréis;3plf,unificarán
uniformar;inf,uniformar;1sg,uniformo;2sg,uniformas;3sg,uniforma;1pl,uniformamos;2pl,uniformáis;3pl,uniforman;part,uniformando;2pl!,uniformad;1sg->,uniformaría;2sg->,uniformarías;1pl->,uniformaríamos;2pl->,uniformaríais;3pl->,uniformarían;1sg?,uniforme;2sg?,uniformes;1pl?,uniformemos;2pl?,uniforméis;3pl?,uniformen;1sgp,uniformaba;2sgp,uniformabas;1ppl,uniformábamos;2ppl,uniformabais;3ppl,uniformaban;ppart,uniformado;1sgp?,uniformara;2sgp?,uniformaras;1ppl?,uniformáramos;2ppl?,uniformarais;3ppl?,uniformaran;1sgf,uniformaré;2sgf,uniformarás;3sgf,uniformará;1plf,uniformaremos;2plf,uniformaréis;3plf,uniformarán
